gene_id	score
MTHFD1	1.74876565630666000e-03
TCL1A	1.0521689120236400e-02
ZC3H14	1.917763961765350000e-04
TELO2	4.340407357711020000e-04
PCNX1	1.129538815967790000e-04
BDKRB1	-6.81728019471013000e-03
GSKIP	3.791557437084110000e-04
VRK1	1.26801861539391000e-03
PSMC1	3.76725719666784e-05
PAPLN	1.96006886784888000e-03
PPP4R3A	4.52737461724620000e-04
C14orf93	5.381700674821350000e-04
PSMB5	-3.50676945380876e-05
YY1	1.649765338817870000e-04
ACIN1	-5.72919339053645e-05
CCNB1IP1	5.302310589484820000e-04
TRIP11	-2.27740516825337e-05
APEX1	4.054717461567750000e-04
PABPN1	1.068954407764610000e-04
EFS	-8.39696270464760000e-04
ARHGAP5	2.461682756786150000e-04
CINP	3.315784170393160000e-04
DHRS2	-7.15335305302477e-05
SRP54	8.83344900553969e-05
CHD8	3.744600718578860000e-04
PCK2	1.0832973244185000e-03
KIAA0391	7.411339608639560000e-04
DCAF11	7.250252414460390000e-04
PSMA6	4.95640614478128e-05
NFKBIA	-9.586074613091480000e-04
EMC9	6.114944634437650000e-04
PSME2	4.128356527779610000e-04
BRMS1L	2.567447791716060000e-04
REC8	-5.99860308581680000e-04
TM9SF1	-6.024962506394820000e-04
SEC23A	-7.503683980768760000e-04
GMPR2	2.612896270784920000e-04
PNN	3.101199065851260000e-04
RABGGTA	-2.715031134181180000e-04
NFATC4	-1.139958128108730000e-04
PLTP	-5.566661628727580000e-04
PCIF1	5.59951586393271e-05
GSS	-2.361787482723120000e-04
MMP9	-3.453720089705240000e-04
TRPC4AP	-1.219959912916380000e-04
PYGB	-3.722730005867330000e-04
ABHD12	3.25206677067030000e-04
PROCR	1.13902080495229000e-03
GINS1	1.35557945253582000e-03
NINL	5.09038703922468e-05
CD40	1.49251936220701000e-03
UQCC1	-1.009299409690010000e-04
ZMYND8	1.3495077806874000e-03
IFT52	-1.437545116601180000e-04
MYBL2	8.796725564587540000e-04
HNF4A	-5.68163986423213000e-03
NDRG3	2.923619452916590000e-04
RAB5IF	6.73203367407544e-05
RIMS4	3.46752644848699000e-03
PABPC1L	1.920867624129750000e-04
STK4	6.492320476494280000e-04
SALL4	1.21566364534768000e-03
ADNP	2.717537354170160000e-04
PFDN4	5.698139495187160000e-04
DOK5	4.646706448920820000e-04
CSTF1	7.710240815407160000e-04
BMP7	-1.77747162103253000e-03
RAE1	1.806280460434610000e-04
TPD52L2	-1.883589302575740000e-04
DNAJC5	-3.141085965603310000e-04
NELFCD	-1.22244272530180000e-04
CTSZ	-9.486536229001920000e-04
PRPF6	1.802891938979080000e-04
PRELID3B	6.28734239585762e-05
MTG2	-1.0641717036403e-05
PSMA7	3.97168957164501e-05
SLCO4A1	3.40334673540988000e-03
MRGBP	-4.15103646696351e-05
TCFL5	3.165654960108210000e-04
DIDO1	4.693386877826970000e-04
GID8	4.225935689182170000e-04
SLC17A9	1.8903685124761000e-03
NKAIN4	-3.978354266833740000e-04
ARFGAP1	-5.959947383543730000e-04
EEF1A2	4.280223359045590000e-04
GMEB2	3.442608111009860000e-04
C20orf27	1.37266435655671000e-03
CDC25B	7.76014635045195e-05
ISM1	-4.860557759509430000e-04
RNF24	-4.299528122256530000e-04
ARFRP1	-2.020926565221550000e-04
NDUFAF5	2.97204953229850000e-04
TRIB3	1.311542618462680000e-04
RASSF2	5.449099602468790000e-04
CSNK2A1	2.932849546179040000e-04
SLC52A3	3.99105563202429000e-03
RSPO4	7.838055311253980000e-04
CDS2	-3.62473019524806e-05
HM13	-3.051987222340330000e-04
SEC23B	1.977407142968750000e-04
FERMT1	1.69565786797715000e-03
CCM2L	2.5974043646387000e-03
PLCB4	4.69903041561472e-05
MYL9	-1.79986582459342000e-03
TM9SF4	-4.01663467837710000e-04
CRNKL1	2.936762641378860000e-04
POFUT1	-2.254291189261520000e-04
SAMHD1	3.06818135384236000e-03
KIF3B	-2.42055897591894e-05
NOP56	1.03401965696121000e-03
MANBAL	-1.518031365990740000e-04
IDH3B	3.817154999623270000e-04
MAPRE1	8.39703698333103e-05
JAG1	-4.667236121416180000e-04
CDK5RAP1	5.858554131393720000e-04
SNTA1	-1.227869918155050000e-04
TTI1	7.980598466814110000e-04
E2F1	8.420643409268470000e-04
RPRD1B	-1.471832973195280000e-04
PXMP4	4.106726991011540000e-04
CHMP4B	-2.335325534582490000e-04
CST3	-1.57454948231639000e-03
ACTR5	8.494218102457810000e-04
WFDC2	-3.927313251530870000e-04
AHCY	6.984123745794020000e-04
PPP1R16B	8.587357848576990000e-04
FAM83D	1.3684793293044000e-03
DHX35	9.758913776925920000e-04
DNTTIP1	4.61994856596619e-05
MAP1LC3A	-1.78249563958828000e-03
SYNDIG1	1.63292580441328000e-03
PIGU	1.312094203290940000e-04
TNNC2	4.00007092039702000e-03
ACOT8	5.724832093420210000e-04
APMAP	-2.487943844216810000e-04
CELF4	-2.798972420119780000e-04
ZNF516	-1.4875962695507000e-03
ADNP2	7.862114347836170000e-04
RBFA	6.277727715333060000e-04
USP14	3.628461996208290000e-04
VAPA	-2.294531195167260000e-04
METTL4	2.605263141335930000e-04
LPIN2	-5.318907105022470000e-04
SMCHD1	-2.71832090691798e-05
MYL12A	-7.508854692850150000e-04
CEP76	6.802656598172470000e-04
CEP192	-1.06362755697480000e-04
RNMT	5.381149835864410000e-04
SMAD7	-1.70187178067282000e-03
LIPG	-7.14500155892992e-05
LAMA1	-1.03573215958457000e-03
RNF125	1.26385431337697000e-03
ANKRD12	4.463048348047170000e-04
POLI	-1.347560694834240000e-04
MIB1	-1.913236142111080000e-04
RBBP8	8.479924636300530000e-04
RIOK3	-6.543027899721780000e-04
CSTF2	7.106755446536080000e-04
MXRA5	-3.24015294100608000e-03
PSMD10	5.34536052262064e-05
ATG4A	-8.115085235040910000e-04
TBL1X	1.475386697829010000e-04
GPR143	1.73576691938925000e-03
PGRMC1	5.946379883740850000e-04
POLA1	1.59019136450712000e-03
MID1	1.161425942176470000e-04
NKAP	1.71643005224417e-05
NXT2	8.237760274486620000e-04
ALG13	5.42609975551720000e-04
PRPS2	1.37123966875837000e-03
MOSPD1	-4.306705801678340000e-04
AMMECR1	9.579777582681810000e-04
CHRDL1	2.19866835466265000e-03
WDR13	-1.29969332582379000e-03
SUV39H1	1.2695600318971000e-03
SRPX	-5.042154124899160000e-04
XIAP	-3.414150314454520000e-04
STAG2	5.200381705761290000e-04
ATP11C	8.091827189763110000e-04
ABCD1	-1.14889146106825000e-03
CCDC22	-2.295991497026470000e-04
SYP	2.05951227747589000e-03
PLP2	-4.320682357041710000e-04
PLS3	1.955755536360350000e-04
NAA10	2.232100256194330000e-04
RENBP	8.302381663663390000e-04
ELF4	-1.62345140297855000e-03
SMARCA1	-3.476003845236370000e-04
MTMR8	2.18620619010732000e-03
RBBP7	3.827392347990650000e-04
KCND1	1.31840076931379000e-03
SLC25A14	-3.420151680606260000e-04
FMR1	-1.61115152012320000e-04
PIM2	3.11083775867476000e-03
SCML2	5.471584575504060000e-04
SLC35A2	-2.79432898874070000e-04
PQBP1	2.244827240305130000e-04
PCSK1N	-1.554182363529980000e-04
EMD	4.889838243112850000e-04
TAZ	-4.08220157514093e-05
PGK 1.00	4.58693147416885e-05
MAGT1	-1.38989563614330000e-04
SMS	7.526454640832410000e-04
UBL4A	-2.040877846067130000e-04
CD99L2	-1.06583047810562000e-03
EEA1	-3.020750977446090000e-04
GPR50	1.59766292448897000e-03
RP2	-5.593546952567050000e-04
JADE3	7.066373934125780000e-04
CDK16	-5.009465837885570000e-04
USP11	-4.045604628019460000e-04
PCYT1B	2.20053393260581000e-03
HTATSF1	6.99093761340317e-05
VGLL1	-8.64627030457056000e-03
TIMP1	-1.73800272693814000e-03
KLHL4	1.81354546040418000e-03
GABRE	1.547222729390280000e-04
FGD1	1.178409752562560000e-04
PIN4	3.743817905355170000e-04
PORCN	-3.886647186028680000e-04
MAGED2	-1.5051401739072000e-03
RBM3	-8.66728550465535e-05
KLF8	-8.254989655740440000e-04
SRPX2	-5.72894519458411000e-03
SYTL4	-1.9776424925114000e-03
ZDHHC15	7.46798863681250000e-04
CENPI	9.905122122794470000e-04
PBDC1	8.76628050123170000e-04
GLA	7.052027184288240000e-04
ARMCX3	-1.2921542766745000e-03
BEX4	-4.023164846443380000e-04
RUBCNL	1.06883764528586000e-03
NDFIP2	-8.192529943842080000e-04
FNDC3A	-6.007223181054080000e-04
CDADC1	-7.826573962361910000e-04
CAB39L	-7.837128092126930000e-04
KLF5	-3.01037653837227000e-03
STK24	3.246306776999590000e-04
ACP5	1.93116954649099000e-03
DNAJC3	-1.672065822697830000e-04
UGGT2	-2.098407388767580000e-04
ARHGEF7	4.44800381571533e-06
PARP4	2.934714300014250000e-04
SUPT20H	6.0174884309758e-05
MRPS31	4.585920748057360000e-04
SLC25A15	6.33544214982916e-05
KPNA3	2.100648040724020000e-04
FLT1	1.83690910748784000e-03
RGCC	-4.95765031523272000e-03
VWA8	9.467108993902070000e-04
KATNAL1	-2.397492635867520000e-04
INTS6	3.815748462474030000e-04
DHRS12	6.71735239267596e-05
MEDAG	2.45604361262381000e-03
TSC22D1	-6.911333289368080000e-04
CLN5	-6.514494301757480000e-04
MGRN1	8.73520975556625e-05
ZNF629	-2.703848698086260000e-04
TRADD	-4.21712114968771000e-03
HSF4	-5.04422723161182000e-03
CORO1A	1.13219168812596000e-03
MAPK3	-6.170504586765580000e-04
GDPD3	-1.677603837209950000e-04
ELMO3	1.56213400992367000e-03
PHKB	-4.438752528785670000e-04
LYRM1	-6.78893486984497e-05
NUTF2	-1.96373591228572e-05
NUP93	5.602956533895150000e-04
CENPT	-8.70566643803941e-05
NFAT5	-6.596489569800440000e-04
LONP2	-5.248198691053760000e-04
N4BP1	-6.20541693485099e-05
CBLN1	3.814835695565150000e-04
ARL2BP	-1.20813918356457000e-03
PLLP	1.925713387654110000e-04
ZNF423	7.597858723700980000e-04
DHODH	7.31253746419140000e-04
CTCF	5.809377377157750000e-04
ACD	4.056088853181150000e-04
POLR2C	1.12208997231840000e-04
PARD6A	2.49525583973503000e-03
ZNF821	-4.832115229389990000e-04
MMP15	-2.735842635768930000e-04
USB1	-3.419667449555510000e-04
CYB5B	2.258458565112210000e-04
CCDC113	2.363390190621730000e-04
NME3	3.199275105407940000e-04
NDRG4	-1.16601598104945000e-03
PSMD7	5.115769153116580000e-04
SETD6	1.16298225059923000e-03
SLC38A7	3.278373252128210000e-04
VAC14	6.407447953423730000e-04
HAS3	4.19702790095674000e-03
TANGO6	1.09789060684418000e-03
COG4	-1.908068674530580000e-04
SMPD3	-8.491558824792420000e-04
SLC7A6OS	1.560923213333720000e-04
SLC7A6	-1.1377250222549000e-03
PLA2G15	-5.447562732652170000e-04
ESRP2	1.52737196207195000e-03
FA2H	3.22904919954897000e-03
WDR59	3.667354187219550000e-04
MON1B	1.803606389707370000e-04
CMC2	-3.36860269114391e-05
AXIN1	2.334226251578210000e-04
HCFC1R1	-2.623607031534290000e-04
NPRL3	1.816662110319970000e-04
MLYCD	-1.081885365061670000e-04
MPG	-7.617093032203630000e-04
NECAB2	-4.10239553409723e-05
HSDL1	2.90274278349056e-05
TAF1C	2.8168669395290000e-04
NAGPA	4.996197613042170000e-04
COTL1	-2.023906309060250000e-04
USP10	5.381271845031320000e-04
CRISPLD2	-1.26183711468529000e-03
TSC2	-3.497126241234340000e-04
ZNF500	1.89361582628068e-06
NME4	-3.11169203562113e-05
ABCC1	6.020434854036070000e-04
NOMO3	1.453859064507920000e-04
LMF1	-1.08224156359393000e-03
FOXF1	-5.59801793908327000e-03
NARFL	-2.35163480550550000e-04
MTHFSD	-7.206621114379880000e-04
CLCN7	5.14020234956258e-05
HAGHL	2.260936444105510000e-04
FAM173A	-1.897073158457010000e-04
SLC7A5	-2.428776761745250000e-04
METRN	-1.71802846071462000e-03
FBXO31	-2.680270669982080000e-04
STUB1	-3.593157484121330000e-04
RHBDL1	3.483039721841710000e-04
NUBP1	3.267149211452860000e-04
UBE2I	-1.90684142591813e-05
CRYM	2.17643161935377000e-03
EEF2K	8.13630234252110000e-04
CAPN15	8.161072276173030000e-04
PIEZO1	-5.436119059081780000e-04
GSPT1	6.629621303268050000e-04
ZNF174	8.01253202740896e-05
CLUAP1	-7.379813914522880000e-04
UBFD1	4.28836215974069e-05
EARS2	9.626221152594660000e-04
ELOB	-2.363594074405680000e-04
GGA2	2.64832342452606e-05
CPPED1	-1.311946640785330000e-04
USP31	9.008854689519410000e-04
HMOX2	9.68584727319493e-05
DNAJA3	3.813841622794360000e-04
BFAR	4.382496138513080000e-04
SALL1	1.14651862555951000e-03
TOX3	1.02944840243737000e-03
RBL2	-4.101268533724380000e-04
QPRT	-3.358150396737910000e-04
XYLT1	3.301404919904620000e-04
PYCARD	3.14003379558892000e-03
RPGRIP1L	3.16396570743329e-05
MAZ	-1.948449416613440000e-04
STX4	2.70518227023041e-05
CDIPT	-2.217393601396730000e-04
BCKDK	1.426105848203880000e-04
KAT8	1.724794974554920000e-04
NOMO1	1.052024555371970000e-04
SYT17	-7.226693019458850000e-04
CCP110	6.15561148470723e-05
VPS35L	2.041289883320940000e-04
RNF40	-4.301499449254550000e-04
KNOP1	9.863596550700440000e-04
AAGAB	-1.757315425678750000e-04
IQCH	-6.546694928468440000e-04
LACTB	3.174573095328040000e-04
CORO2B	5.317392514292920000e-04
CSK	-3.646951896736680000e-04
HERC1	-1.507755475585440000e-04
TRIP4	-4.71407536651710000e-04
MTFMT	4.042294927971610000e-04
RASL12	1.390227817006330000e-04
AP3B2	1.23518598290085000e-03
ACSBG1	5.97723959326737000e-03
IGDCC4	-8.206990633463530000e-04
RAB11A	-1.823217488472940000e-04
CTSH	-6.721657619278180000e-04
TTC23	-1.926561908845310000e-04
CD276	-1.205302342250210000e-04
FAH	1.440166022535470000e-04
CEMIP	-8.458179011157860000e-04
RPAP1	6.985714068903130000e-04
HOMER2	-2.294310772690830000e-04
EHD4	6.120256051762740000e-04
TMEM87A	2.951595014277390000e-04
ZNF106	3.381809217170690000e-04
CEP152	7.568043684744630000e-04
DTWD1	2.834970832267190000e-04
FAM189A1	8.289818438983460000e-04
GABPB1	2.611554077097230000e-04
TJP1	8.12469016302432e-05
BMF	-8.588395288999590000e-04
DMXL2	-6.390820732575230000e-04
SCG3	2.97357299542319000e-03
DNAJC17	4.204602452777460000e-04
EIF3J	2.819683160004230000e-04
SPG11	-1.523408388371230000e-04
VPS18	4.650957410077250000e-04
OIP5	1.34447184359152000e-03
BLOC1S6	-3.172271091047650000e-04
MYEF2	2.761216622728690000e-04
SGK3	6.18874003548930000e-04
PDGFRL	3.882650054119990000e-04
CSPP1	3.029706585552910000e-04
ZDHHC2	-1.553520581948330000e-04
BRF2	1.051692245638260000e-04
TRIM35	4.127031426736250000e-04
ZFAND1	-1.105787980392760000e-04
CA2	-1.64008468955433000e-03
FZD3	2.492129836386680000e-04
INTS9	4.078251770436380000e-04
RIPK2	4.954152679119980000e-04
EYA1	-9.950149931088210000e-04
NBN	2.972084532003460000e-04
TRPA1	-1.493148249384540000e-04
CPQ	-1.50613720206273000e-03
DECR1	-4.014432680126810000e-04
CALB1	7.490771813685480000e-04
IMPAD1	-1.23379627967611000e-03
SFRP1	9.061891659493790000e-04
LAPTM4B	-3.295667595603510000e-04
UBE2W	1.120990969291110000e-04
POP1	7.460582536160140000e-04
NIPAL2	-1.23614188545780000e-04
IKBKB	1.136101593952110000e-04
PLAT	-9.842912909430250000e-04
JPH1	1.23703527865902000e-03
DKK 4.00	-4.29422393685871000e-03
STK3	-4.472141778084430000e-04
GDAP1	1.40120529191894000e-03
RAB2A	-7.615643616938350000e-04
EIF3E	-1.0126257480290000e-04
EMC2	-7.48219424832187e-06
ESRP1	2.14953066869916000e-03
WISP1	-4.65300621089774000e-03
NDRG1	-2.90106625326167000e-03
ZC2HC1A	-2.001874465883070000e-04
STMN2	-3.13199600784921000e-03
ARMC1	4.60586570224680000e-04
TRPS1	-3.158439227718970000e-04
SPAG1	-8.382943512402210000e-04
CHRAC1	8.656407074513470000e-04
NCALD	-1.04899899155092000e-03
SNX16	7.74313579927322e-05
UBR5	9.043826737634110000e-04
GSDMD	8.681267568926960000e-04
TSTA3	3.867156968351370000e-04
PYCR3	1.048031917738820000e-04
EEF1D	-2.963505688609140000e-04
SQLE	7.809912604453880000e-04
SH2D4A	-5.311214585925980000e-04
INTS10	1.792248736490310000e-04
ERI1	2.145197632940580000e-04
SLC39A14	1.03673481963566000e-03
MTMR9	5.830819112418850000e-04
LEPROTL1	-4.519070879219480000e-04
DCTN6	-3.844884408698250000e-04
R3HCC1	-3.81452923845760000e-04
GSR	6.013177253060330000e-04
TNFRSF10A	2.17609350505046000e-03
PPP2CB	-5.796400067780840000e-04
ERICH1	4.796478435864270000e-04
NEFM	3.486401426603540000e-04
TUSC3	-7.99764262405210000e-04
ARHGEF10	3.231271873652690000e-04
KLHDC4	6.813226473442780000e-04
MCM4	1.18620014917999000e-03
KCTD9	-1.79781235945501e-05
ASAH1	-7.803777772765360000e-04
BNIP3L	-4.373911845083810000e-04
MAN2B1	-1.342235302230440000e-04
NUCB1	-7.663699308231310000e-04
GYS1	-2.153810851683290000e-04
MAP4K1	1.76151516916745000e-03
ECH1	-2.24060176418350000e-04
HNRNPL	3.269880417087510000e-04
NFKBIB	9.673676455622060000e-04
TUBB4A	1.0171173596959000e-03
SARS2	7.194009589941530000e-04
SNRNP70	2.26465548746997e-05
CLPTM1	-1.8353841236271e-05
RELB	8.79000991880040000e-04
CLASRP	-1.444429082030410000e-04
LIN7B	-1.05831899594823000e-03
PPP1R37	1.24377648785430000e-04
FCGRT	-7.562607094883670000e-04
PIH1D1	5.683389573931720000e-04
ARHGEF18	-2.28955377285941e-05
PPP1R13L	-8.476758772025240000e-04
ERCC2	4.716999127105180000e-04
DOT1L	-2.198496218870050000e-04
PLEKHJ1	4.40185617960674e-06
RNASEH2A	7.165351411361350000e-04
KLC3	6.245845828979720000e-04
CD37	-8.006089966214490000e-04
SF3A2	9.46135413420816e-05
AMH	1.200600161661650000e-04
DKKL1	4.6798426095738e-05
OAZ1	-1.413802658210710000e-04
TRMT1	9.665624591375510000e-04
STX10	2.816231183554390000e-04
DMPK	-7.673736054414630000e-04
TBC1D17	4.253205810582690000e-04
TLE6	-6.16405234553930000e-04
CCDC130	-7.455508477661650000e-04
PTOV1	-5.594976628845410000e-04
AES	-9.69058667600840000e-04
NOVA2	1.86323306239765000e-03
SGTA	1.380202887697440000e-04
MED25	-4.48440890424415e-05
SNAPC2	8.86941842481785e-05
C19orf53	-1.229251659256960000e-04
TIMM44	7.20527508258350000e-04
CCDC61	5.26716549619360000e-04
IL27RA	1.24724767510468000e-03
ASF1B	3.923247415515630000e-04
TNNT1	3.303636959959450000e-04
VRK3	-8.03227353916795e-06
FAM32A	-2.135627340235870000e-04
PPP6R1	-4.79585901705458e-05
C19orf44	4.0749950664742e-05
MED26	4.410684306721910000e-04
OLFM2	7.186093363110480000e-04
AKAP8	4.995540068970340000e-04
EPHX3	2.69501446939249000e-03
ILVBL	-7.41824988551746e-05
ZNF419	3.65938061523242e-05
SYDE1	-4.108904561928830000e-04
SLC1A6	1.33414692068258000e-03
AURKC	1.69585613063087000e-03
POP4	-4.72607906451476e-05
CCNE1	1.22152702181569000e-03
URI1	2.458185017593810000e-04
PDCD5	-1.3855385306735e-05
ANKRD27	9.230705845199410000e-04
RPS16	-1.397601114866150000e-04
TIMM50	6.202336634999440000e-04
FBL	7.279875486502460000e-04
DYRK1B	-7.857876921320470000e-04
GPI	6.974890063851860000e-04
AKT2	-2.612769257286910000e-04
PLD3	-1.13058853039295000e-03
PRX	8.236939091324430000e-04
PIAS4	3.002684724410160000e-04
NUMBL	-4.614555748467330000e-04
EBI3	1.34465167769323000e-03
YJU2	8.872907156993220000e-04
SHD	3.003828118660680000e-04
TBCB	-1.390792388610950000e-04
FSD1	1.25776171649921000e-03
POLR2I	3.812119797476480000e-04
CLIP3	-5.940765554892120000e-04
ZFR2	8.470553448385820000e-04
SLC1A5	7.696439861563290000e-04
PRKD2	1.473548566940750000e-04
TJP3	1.21732009783388000e-03
APLP1	-1.40119766499605000e-03
CACTIN	4.076118884732640000e-04
CCDC9	-3.543226649422850000e-04
HNRNPUL1	2.58874472742241e-05
FZR1	-5.576285931336590000e-04
BBC3	3.740240577908670000e-04
TGFB1	-2.39074133252628000e-03
DENND3	-5.335903812922510000e-04
DMAC2	2.824924919077620000e-04
PLIN3	-7.963698252959040000e-04
MYH14	1.20677945393026000e-03
MRPL4	6.443408109360840000e-04
LIM2	-8.4560496192459000e-03
RPS19	-5.747941295374160000e-04
NOP53	-1.331112156329840000e-04
ETFB	-8.100664720918570000e-04
BABAM1	9.69007925560735e-05
TYK2	-3.359454865896960000e-04
CDC37	-5.29026390134863e-05
NAPA	-2.145582087832670000e-04
RABAC1	-2.928407811494160000e-04
ATP1A3	2.9477667301552000e-03
MEIS3	-1.69136414088607000e-03
PTPRS	-9.60680864674068e-05
CNFN	2.01381870137953000e-03
MEGF8	-2.655403015229180000e-04
KDELR1	-6.594642755271020000e-04
CYTH2	-7.902681009809260000e-04
GRWD1	9.20679297888280000e-04
GRIN2D	1.15817839091667000e-03
CLEC11A	-2.05053677018027000e-03
CARD8	-2.854525046508560000e-04
LIG1	7.070885360602870000e-04
ZNF175	1.049782165634680000e-04
PLA2G4C	3.36445011395152000e-03
RAB3D	-1.020462458038870000e-04
DBP	3.422089139245170000e-04
TMEM205	4.268879324996650000e-04
CAPS	-1.46970398077187000e-03
PLPPR2	-4.113814252615380000e-04
FAM83E	2.08142346568978000e-03
RASIP1	1.79799117080843000e-03
BCAT2	5.91569824167483e-05
MIER2	-2.40474733034424e-05
PLEKHA4	-6.97927741224999e-05
PPP2R1A	7.95668193998413e-05
TNPO2	6.20656046905581e-05
WDR83OS	-3.415494217943750000e-04
CACNG7	2.39929976110337000e-03
GCDH	9.778371992712770000e-04
DNASE2	3.558801742176580000e-04
MAST1	7.80103633530790000e-04
LENG1	1.81815445924131e-06
PRPF31	2.355092198713950000e-04
TFPT	-9.96041923334344e-05
RPL18A	-1.223735741580780000e-04
ARRDC2	6.461282232073610000e-04
PIK3R2	-4.74673039699489e-05
RAB3A	5.928738917989080000e-04
ISYNA1	-1.09458212406204000e-03
ELL	1.336020045275730000e-04
CRTC1	-5.940335737502140000e-04
COPE	-5.083422885285750000e-04
DDX49	1.863448248196040000e-04
ARMC6	1.00446411946841000e-03
TMEM147	4.899848857339370000e-04
TMEM59L	7.98505052940036e-05
USF2	-3.362234614172760000e-04
LSR	8.914887374818410000e-04
KXD1	1.090337585603940000e-04
FKBP8	-1.999713097491090000e-04
SUGP1	2.125083413995360000e-04
HPN	5.996627521285950000e-04
ZNF14	3.773874854590360000e-04
SCN1B	8.096388559106660000e-04
PBX4	-8.699184758622030000e-04
ERF	-4.615653810655320000e-04
GSK3A	1.588760350726890000e-04
ATP13A1	8.52191825377404e-06
ZNF574	6.661977226446320000e-04
GRIK5	1.46000241883973000e-03
SIPA1L3	6.400188935008970000e-04
ZNF85	5.089917605833530000e-04
ETHE1	-2.73826782791880000e-04
CADM4	-5.520470934954820000e-04
SMG9	-4.706561007202090000e-04
AVL9	5.76837141102330000e-04
CFAP69	2.789128084522980000e-04
GTPBP10	4.692791417778510000e-04
RASA4	-6.44606951283210000e-04
CDK6	-4.702723192138010000e-04
PMPCB	2.563361194262260000e-04
DNAJC2	8.972906443583530000e-04
TFPI2	-1.70195648183183000e-03
BET1	-1.373096037671090000e-04
NAMPT	3.536409378065120000e-04
TWISTNB	8.441488546249640000e-04
PON2	-1.47508715433148000e-03
ITGB8	-2.789959104258590000e-04
HBP1	-3.679620976886260000e-04
DUS4L	5.299653381114240000e-04
SP4	1.50145381339039000e-03
WDR91	9.50190166773993e-05
DNAH11	2.99002024735399000e-03
CBLL1	4.499116767744420000e-04
DLX5	-8.5651203637686000e-03
MTPN	-2.902670652245040000e-04
STEAP1B	1.79683860145667000e-03
PTN	-1.250053431578810000e-04
MPP6	1.27622257885969000e-03
GSDME	-8.007608462903410000e-04
ZC3HAV1	6.451361698921130000e-04
TTC26	1.59351903404761e-05
OGDH	3.547370801778410000e-04
ADAP1	5.793574937560370000e-04
H2AFV	-2.840340958787590000e-04
CAV2	-3.17741193931177000e-03
CAV1	-1.73283694798844000e-03
MET	1.34092901286834000e-03
RNF32	-1.04851870537961e-05
LMBR1	3.70263153395692e-05
WNT2	-5.48909246852987000e-03
HOXA1	-4.96315893196471000e-03
DNAJB6	6.475875013120940000e-04
HOXA2	-4.28223314203512000e-03
HOXA3	-3.40057682903757000e-03
LFNG	4.096201235342140000e-04
HOXA5	-2.57199006402795000e-03
BRAT1	2.577961086425930000e-04
IQCE	-1.15043010410368000e-03
VIPR2	2.06877106552024000e-03
TSPAN12	-6.519297191518010000e-04
SSBP1	7.742915684091520000e-04
CPED1	-2.77935812784181000e-03
EVX1	-6.72385677963139000e-03
HIBADH	-1.075414370204410000e-04
TAX1BP1	-4.340050270688580000e-04
CPVL	5.471806365515560000e-04
CHN2	-1.375492318923450000e-04
GRB10	4.273275292762760000e-04
ABHD11	7.34831745790777e-05
COBL	2.63138203956819000e-03
FKBP14	-7.650104359148760000e-04
PLEKHA8	9.12629812890842e-05
STX1A	-4.791416030030890000e-04
NOD1	-3.805954711148260000e-04
GARS	4.316498812667950000e-04
EPHB6	2.102800546619440000e-04
MINDY4	-1.502452405786760000e-04
GHRHR	9.09567881261803000e-03
CASP2	8.10856547221131e-05
CHCHD2	-8.243552401288580000e-04
HSPB1	-5.656825693788860000e-04
NPTX2	2.2900381003114000e-03
PDAP1	7.77754434713933e-05
BUD31	5.38092063614647e-05
PTCD1	4.499649361986370000e-04
ZKSCAN1	-8.455304105559620000e-04
EIF3B	8.444799909412030000e-04
SNX8	3.075045731219640000e-04
NUDT1	8.248446547951010000e-04
PTPRZ1	2.76970936236767000e-03
TAF6	3.251628120446710000e-04
WASL	2.69618539949420000e-04
AIMP2	9.029832263850370000e-04
MOSPD3	-2.310674418807350000e-04
PCOLCE	-5.552424682590550000e-04
PPP1R17	3.23994094126262000e-03
RBM28	5.177278450753160000e-04
USP42	1.076344479383130000e-04
IMPDH1	4.414446155809910000e-04
AGFG2	-3.52895357114625e-05
LSM 5.00	3.834965011447990000e-04
SERPINE1	-2.93176766418948000e-03
AP1S1	-5.46150422342973e-05
C1GALT1	8.995827288949790000e-04
PLOD3	-8.245544191112950000e-04
RPA3	8.354605201283920000e-04
ZNHIT1	-3.427610189230560000e-04
CLDN15	-2.402891343784610000e-04
GLCCI1	-3.775105682593760000e-04
PHF14	4.355361485037080000e-04
NRF1	3.971779689705220000e-04
TMEM106B	-1.37167597476978e-05
EZH2	3.56983773758760000e-04
CEP41	-2.686284652852590000e-04
ZNF862	-1.4410084842002000e-03
MEST	-1.29561250670348000e-03
ANKMY2	-1.07438376767839000e-03
TSPAN13	-7.878433554736450000e-04
RARRES2	2.48054523867155000e-03
AHR	-6.07177413108429e-05
CHCHD3	9.162409809321370000e-04
TMEM176B	7.651661369040030000e-04
GLI3	-2.792224415083350000e-04
PSMA2	6.254156459641310000e-04
MRPL32	3.857996370800230000e-04
COA1	5.42123764832650000e-04
BLVRA	4.424627900805740000e-04
URGCP	2.699866193864510000e-04
TMEM248	-1.530450607945390000e-04
RHEB	7.26248867113829e-05
PRKAG2	-4.092935809653930000e-04
AEBP1	-8.94904574347910000e-04
POLD2	7.67251685009224e-05
MYL7	-4.51788223861948000e-03
GCK	9.047592582919670000e-04
BCL7B	2.25124237700553e-05
YKT6	-2.21558964720170000e-04
TBL2	-9.601924172853050000e-04
CLIP2	-2.651126142766180000e-04
