gene_id	score
RAB39B	1.78414213164673000e-03
AFF2	8.211050526722550000e-04
MICU3	-1.326562731785190000e-04
GRIP1	-7.09668091956759e-05
VPS37A	-2.928304672424360000e-04
KIF5A	2.1894503798775000e-03
PSD3	3.318807791626950000e-04
CARNMT1	1.15716805303024000e-03
MCU	5.884755486941730000e-04
ELMSAN1	-7.58129134599760000e-04
GNA14	1.94460153642048000e-03
GNAQ	5.88923734947293e-05
WIF1	2.75086184473802000e-03
MMP16	1.17602904273465000e-03
ADK	5.54280497544209e-05
KCNMA1	1.02484992088673000e-03
DCK	-3.27171957825606e-05
ADAMTS3	-6.52573872803290000e-04
ALX3	-5.230740780413980000e-04
DPY19L4	-6.384206886248870000e-04
NDUFAF6	6.383808122345640000e-04
DRAM2	-6.981410564790960000e-04
WHAMM	-5.361015399302560000e-04
N6AMT1	-1.854541262744130000e-04
RWDD2B	6.819456635156290000e-04
USP16	1.770267646927860000e-04
CCT8	3.962008183353640000e-04
MAP3K7CL	-3.41740587079514000e-03
BACH1	-2.21155414271663e-06
TSPAN7	1.083505601618770000e-04
TIAM1	2.5362517760945e-05
SCAF4	6.215504362850430000e-04
RPGR	1.218241076338780000e-04
CDK20	-1.25557436028742000e-03
PCGF6	5.146670955743740000e-04
ANKRD9	4.13312173670430000e-04
SFR1	4.340351130479290000e-04
SFXN2	1.08289926329575000e-03
ATP5MPL	-3.228805670538230000e-04
PCDH1	2.79860110817874000e-03
SH3RF2	-2.12146475743237000e-03
GDF6	-3.85602968661199000e-03
UQCRB	-1.237024980895980000e-04
MTERF3	6.680345765669160000e-04
PTDSS1	6.060679274908040000e-04
PPP2R2B	2.41603255217864000e-03
RPL30	-4.186003461778820000e-04
FAM122C	-5.739655869470890000e-04
SUPV3L1	7.327025818464590000e-04
FAM122B	2.897261797079470000e-04
EEF1A1	-4.843193283487960000e-04
HK1	1.22422569352985000e-03
TYSND1	9.618813794159130000e-04
PHF6	2.45833462915520000e-04
CD109	1.03623561720208000e-03
NODAL	-4.038569536014070000e-04
UBE2L6	9.144092617743050000e-04
ZDHHC5	2.6619266565812e-05
MED19	-2.73418258528681e-05
ZFAND3	-8.016639303629260000e-04
NPTN	-9.3306577982616e-05
KAT6B	5.266865600551840000e-04
SAMD8	-2.873329427869890000e-04
RAB11FIP1	-1.983492168130610000e-04
UNC5D	2.42857616773735000e-03
UTP14A	9.50338043358430000e-04
AIFM1	7.154652529774210000e-04
MAPK13	9.642751216741190000e-04
BAG4	8.024556783192110000e-04
TBC1D31	1.47437168837294000e-03
WDYHV1	-3.99549927180813e-06
ATAD2	3.05029578795330000e-04
FBXO32	-1.1684896494149000e-03
NSMCE2	-8.9850433682854e-05
ZNF689	4.690235015459380000e-04
PRR14	-9.875096871784060000e-04
FBRS	-1.91079840847273000e-03
FRRS1	-1.352512529556220000e-04
PHKG2	1.629001811466720000e-04
MFSD14A	-5.51268755287355e-05
SASS6	9.945087101183520000e-04
ZIC3	1.55295694238361000e-03
MALSU1	3.414432957361450000e-04
VPS8	2.812276227699890000e-04
GALK2	-1.003489909142610000e-04
LHFPL4	3.56857259166917000e-03
B3GNT7	3.51402805577277000e-03
MPV17L	2.22978041943397000e-03
BUB1B	1.30416095091634000e-03
PDE6D	5.185177857964610000e-04
EIF4A2	-3.182759660820250000e-04
BRPF1	3.318395414600650000e-04
RPUSD3	4.173375156091910000e-04
SST	-2.69105232996238000e-03
TATDN2	3.985022153063060000e-04
SEC13	-4.425873149056190000e-04
EXOG	5.017160927799280000e-04
NTAN1	-2.159597737212870000e-04
NMNAT2	1.42693432500862000e-03
ZFYVE9	4.518162351103650000e-04
SMG1	6.339936499800520000e-04
FCHO2	-4.238138290108860000e-04
RBPMS	1.19795187406363000e-03
TIMP4	5.754223852566000e-03
NRG1	-1.66505489111667000e-03
ODR4	-6.69525460199628e-06
CPT2	6.360067698738990000e-04
NECAP2	-6.689766087662850000e-04
LRP8	1.55713392987592000e-03
PAXIP1	1.07641661781967000e-03
STEAP2	2.7549646802529000e-03
SSBP3	-6.506165094272160000e-04
CLDN12	3.570995141742090000e-04
MMP14	-1.55971557931206000e-03
FZD1	-2.16088048671299000e-03
GATAD1	-6.20260876101707e-05
SUSD3	1.76430700596233000e-03
DHRS4	-2.396565898865230000e-04
DDX19B	2.663603286034760000e-04
ST3GAL2	-4.10101751713530000e-04
FUK	-6.33413728451570000e-04
IL34	2.23799019075516000e-03
DHRS1	-7.578359767322980000e-04
ARSE	-1.37061468345809000e-03
KIT	-4.51299236233676e-06
AASDH	5.219259238600020000e-04
ZNF19	-2.230012411150950000e-04
RNF111	-7.18357655553363e-05
CCNB2	5.796476068378710000e-04
MYO1E	1.34803996412914000e-03
APPL1	2.37821863284290000e-04
MUM1L1	-1.98600392660393000e-03
AFAP1L1	8.705168482192420000e-04
TSC22D3	-7.278250325135630000e-04
VPS26C	6.650989873536420000e-04
DYRK1A	2.046573212242670000e-04
ERG	1.87340326120567000e-03
ETS2	-6.876263671199070000e-04
TSPAN18	-1.98140539452951000e-03
SLC35B2	-5.243818541022620000e-04
TMEM164	-1.514201242984930000e-04
MX1	2.77756389408225000e-03
CREB3L1	-1.26769957229124000e-03
C2CD2	6.50849103188569e-05
TAB3	-1.29142112436222e-05
SLC38A10	-5.984291134471320000e-04
PALM2-AKAP2	1.00250211457923000e-03
ZNF618	-3.213193608645390000e-04
TMEM268	1.19846592208582000e-03
UBN2	3.22950109691310000e-04
BRAF	2.930618755587540000e-04
SLC34A2	-1.26200257450387000e-03
PSMG3	4.591139504128650000e-04
CABP1	3.34195277788577000e-03
WDR19	-5.169437477053110000e-04
SLC37A3	-1.408284291329750000e-04
AP3S2	3.400684766655150000e-04
FMNL2	-4.71340363869917e-05
GAREM2	2.541421026721290000e-04
SPPL3	-2.639857175250150000e-04
DPYSL5	1.855868464312460000e-04
RAB28	-5.24624481462924e-05
FAM213B	4.412697665589160000e-04
PANK4	-2.089572705323480000e-04
MEGF11	1.95872829773507000e-03
C12orf43	5.339855212477230000e-04
PEX10	6.43145440127185e-05
RER1	-3.903280621430710000e-04
RADIL	-4.284432752466120000e-04
SKI	-1.149029040435570000e-04
WIPI2	-2.113648563338250000e-04
LDLRAP1	1.763064976918980000e-04
AGAP1	4.030555214968240000e-04
KRTCAP3	2.16085585150782000e-03
PAFAH2	1.205377602786940000e-04
BABAM2	-8.42559041090104e-05
WDR66	-6.065622404107010000e-04
MRPL17	3.957754805656850000e-04
DUSP2	2.1615175709624000e-03
GRHL3	-4.146724933840350000e-04
UBXN11	-6.778538033233460000e-04
PTPDC1	2.90623186192560000e-04
GALNT14	1.12883827635473000e-03
NCK1	1.108149278074260000e-04
RHPN1	2.410292835314920000e-04
TPRG1L	-4.724061770554120000e-04
AAED1	2.747649082059980000e-04
XKR8	-5.40065346708007e-05
CNNM4	-2.19773018708863e-05
EYA3	3.545316740954580000e-04
DZIP1L	-8.25889596314550000e-04
TMSB15A	2.82112919788477e-05
FANCC	-4.34801452495962e-05
MRAS	-4.519703756008290000e-04
WASF2	-1.224718254860840000e-04
ABHD3	-2.538000199572820000e-04
ESYT3	1.74220458943723000e-03
FAIM	3.169516134470790000e-04
TENT5B	3.12657999451261000e-03
CLSTN2	-2.43465519736252000e-03
COLEC12	-5.55427308001157000e-03
RNF207	-1.09390351155778000e-03
CUL4B	3.42007836222296e-05
GPR153	4.218536873649260000e-04
SLC13A3	1.58238707621258000e-03
GPRASP2	-3.40185508565490000e-04
AUTS2	1.33168682147401000e-03
SHROOM4	-4.927935499677810000e-04
HIST1H2BD	1.719263330044370000e-04
CDC25C	9.104137151137730000e-04
HIST1H4H	9.520642955780120000e-04
MITD1	5.312719924632120000e-04
EIF5B	6.983770148966390000e-04
TMSB15B	-9.087351812436480000e-04
CNOT11	3.396996401254330000e-04
TSPAN33	1.82691429912316000e-03
NRG2	-1.46288563652975000e-03
AHCYL2	3.505612424592490000e-04
B4GALT5	3.826694364814260000e-04
CD1D	1.41055445171664000e-03
SPATA2	6.454103847265740000e-04
FAM86C1	7.563132292526550000e-04
TSR2	4.567320975924890000e-04
PPP1R9A	3.608988377777560000e-04
ZC3H18	1.157659701696380000e-04
ZFAND2B	-7.005308350265940000e-04
GDPD5	-9.542393840475910000e-04
DYNC1I1	-1.66835221859785000e-03
TMED4	-1.02655833711293000e-03
PPP1R15B	-8.75117269233381e-05
COPG2	2.841702617108940000e-04
EMSY	3.917996506916150000e-04
GPAT4	-2.01360615000330000e-04
ZSCAN12	1.98011678928590000e-04
TAGLN2	-2.11171672821639000e-03
ELK4	1.999097173406110000e-04
SLC45A3	8.44097603816220000e-04
DUSP23	1.851742252692450000e-04
RNF166	4.611171551024630000e-04
NBL1	-2.18030016727795000e-03
ITLN2	1.74960834816333000e-03
F11R	8.030308140304450000e-04
USF1	8.65647863081521e-05
SPATA2L	-4.496485935865440000e-04
NIT1	-2.207291705273420000e-04
DEDD	2.273919449407660000e-04
ZNF276	-7.028757265527340000e-04
NPM2	4.483493285019350000e-04
EDA	6.53402123994521e-05
FGF17	-5.40872959419343000e-03
CDA	1.12692883208158000e-03
PINK1	-1.03375451438045000e-03
B4GALT3	-2.050615231571280000e-04
DMTN	-3.31874734257764000e-03
ADAMTS4	1.38820517840445000e-03
FAM160B2	-1.73436747320665000e-03
NDUFS2	1.880362365171930000e-04
APOA2	-5.22407635749987000e-03
TOMM40L	5.496980617714020000e-04
MPZ	1.883515683886440000e-04
CCAR2	6.85011929453556e-05
CACHD1	4.440061120257580000e-04
CDC42SE2	2.780019580407840000e-04
RAPGEF6	3.664855206118580000e-04
EPB41	-2.22597545905387000e-03
MIS18A	1.11273118088844000e-03
ALG8	4.975810059618530000e-04
FBXW5	-4.838891762758340000e-04
CFAP298	9.485102957180090000e-04
SYNJ1	-8.736179155167110000e-04
PAXBP1	7.50671729997576e-05
IFNAR2	3.76147935623034e-05
MRPL10	5.263806351129180000e-04
IFNGR2	-5.030371023498320000e-04
GART	9.805154275976070000e-04
SON	1.76868164351823e-05
DONSON	2.583124313845080000e-04
SV2A	8.647463629878980000e-04
LAD1	1.98237926265211000e-03
STC1	1.648602346686350000e-04
TNNI1	-2.90086847955831000e-03
CSRP1	-2.54623040345054000e-03
ATP5MC1	7.995460792325370000e-04
RCAN1	-1.53505024966264000e-03
UBE2Z	8.19229002068873e-06
CIART	1.38693317900908000e-03
SNF8	-1.016440860515430000e-04
CLIC6	-1.17019180913698000e-03
CCDC24	2.70094738492989e-05
RUNX1	-3.16652405160789000e-03
IGF2BP1	3.952881772574160000e-04
CBR1	1.18355363903021000e-03
ACTC1	-1.33065496561749000e-03
MORC3	-5.76924653199858e-05
CHAF1B	8.448877325421720000e-04
HLCS	-4.002484279806670000e-04
SCUBE1	-4.292231812970490000e-04
ARHGAP27	8.465735249884380000e-04
ADPGK	-3.410905277432030000e-04
PTMS	-7.73270644959090000e-04
ADIPOR1	-5.08476962920159e-05
CYB5R1	-7.526122189815510000e-04
PSMD4	1.9128406429928e-05
ATP13A2	4.419498340381880000e-04
M1AP	2.97364096755183000e-03
PSMB4	2.945831716915210000e-04
BTG2	-2.92279233420919000e-03
HK2	1.44629512867818000e-03
C1R	1.4833853132487000e-03
CELF3	-1.02596030501547000e-03
ALDH4A1	1.61001779269004000e-03
STARD9	1.069007682628270000e-04
THEM4	1.954558668256960000e-04
UBR1	4.24750627950028e-05
AMFR	-1.52573046898401000e-03
MED8	-6.800791391410530000e-04
RGL4	-1.968731736665780000e-04
RSPRY1	-5.154516082180840000e-04
GPBP1L1	3.461363702447130000e-04
NAE1	7.268307789316160000e-04
TMEM69	7.708633715082970000e-04
ADGRG5	3.48760588531515000e-03
EFCAB14	-4.121127868207690000e-04
SPON2	-1.60600740951213000e-03
CHCHD6	4.441703011444580000e-04
CTBP1	-7.784773203110180000e-04
TPPP3	-4.02239980314818000e-03
ZDHHC1	-8.687820597199780000e-04
ATP6V0D1	-4.399635625365530000e-04
CARMIL2	1.60683565479737000e-03
C16orf86	-5.826166742075120000e-04
FAM131B	1.48272953154853000e-03
RGS12	-9.048701514652310000e-04
PSKH1	-7.91637458949973e-05
ZYX	-3.433255926661120000e-04
ABR	-6.556923639404350000e-04
CCDC117	1.723643044280680000e-04
CCDC107	-2.20172695002250000e-04
ZNF222	-3.51463244086713e-05
NPR 2.00	-5.589289248725690000e-04
ZNF235	-3.80994515261569e-05
GNE	-7.12330326052825e-05
ARHGAP35	3.482465500887390000e-04
CALM3	-7.255102559605020000e-04
DFFA	2.723950403810940000e-04
CCDC28B	5.78140067020311e-05
IQCC	1.778385731114880000e-04
TMEM234	-7.010359248593760000e-04
BSDC1	-5.081740563747040000e-04
ZBTB8A	3.033708320782660000e-04
ATAD3B	9.973302207418320000e-04
SSU72	2.600489687442410000e-04
UBE2J2	-4.17409379937107e-05
ZNF362	-4.439199353741990000e-04
FNDC5	-2.4153187887031000e-03
CPAMD8	-5.873472266527810000e-04
NR2F6	2.218363362418210000e-04
ANKLE1	1.28206378142814000e-03
CCDC58	9.745826196646380000e-04
VMA21	4.214291327943720000e-04
KALRN	-1.54592905419613000e-03
CILP2	8.09606132802727e-05
TFF3	4.86815748536288000e-03
SLC37A1	1.52301479135069000e-03
PDE9A	4.219681226855180000e-04
WDR4	1.34504747184024000e-03
NDUFV3	2.423131200742450000e-04
PKNOX1	5.28201811722706e-05
CBS	1.40447645392453000e-03
U2AF1	4.629941138103350000e-04
RRP1B	1.26347016497689000e-03
PDXK	2.0974559664787e-05
G6PD	3.134152681218990000e-04
CSTB	4.46459889424117e-05
RRP1	8.482383350441840000e-04
AGPAT3	-2.54141246754702000e-03
TRAPPC10	2.931066161266690000e-04
GATD3A	2.203917514146680000e-04
ICOSLG	-3.66242880664158e-05
C21orf2	-1.25315397880155000e-03
ZNF66	1.22162479441143000e-03
LRRC3	-1.82641864703131000e-03
FAM207A	7.4401168679940000e-04
RALGDS	-1.40833708460601000e-03
FTCD	-1.899408793749910000e-04
SPATC1L	6.958123244734640000e-04
LSS	5.845379249445580000e-04
VAV2	2.014369100589760000e-04
MCM3AP	-2.47340251988949e-05
C21orf58	-1.157726193708260000e-04
PCNT	5.027573782287030000e-04
DIP2A	-5.509017479698590000e-04
S100B	4.79629824306024000e-03
PRMT2	-9.476215743511870000e-04
CLDND2	-3.780498038268830000e-04
ZNF208	1.38500415802313000e-03
ADAMTS13	-3.441349596658850000e-04
CACFD1	-7.027748084037220000e-04
SLC2A6	1.15990276022769000e-03
C9orf116	5.082791778419780000e-04
ZNF714	2.635399114716670000e-04
GPSM1	-1.53412068485123000e-03
C19orf47	-6.47032528976808e-06
TOR2A	1.251856239178250000e-04
ST6GALNAC6	2.55018964637555e-06
SHKBP1	2.047198140615170000e-04
RDH13	4.704218438770070000e-04
ZER1	-4.15861766501380000e-04
ZDHHC12	3.284520599828870000e-04
PKN3	1.379570511589880000e-04
BRSK1	-4.953492282388190000e-04
COX6B2	1.22374743651663000e-03
TAOK1	3.41029931306342e-05
MED27	2.402582255971030000e-04
DEDD2	6.333625834740320000e-04
SIK3	8.86549301285406e-05
NEK8	1.52632140074969000e-03
TLCD1	1.84536761626998000e-03
PCSK7	-4.746418566584470000e-04
SAFB	-4.28806239233315e-05
S100A1	-8.536055079162720000e-04
CHTOP	2.341491660536930000e-04
ZBTB7B	5.68581482394150000e-04
FLAD1	9.954007158137770000e-04
SHC1	-8.96069905166044e-05
VPS11	-2.142437280856860000e-04
NLRX1	3.57484390914470000e-04
ADAR	4.834997348544460000e-04
IL6R	-5.27968060295210000e-04
UBE2Q1	-2.121858489610820000e-04
CRTC2	5.94257014899536e-05
ANO10	4.626651735470710000e-04
FDPS	5.572616415622570000e-04
RUSC1	2.178274949957880000e-04
FAM189B	3.85599088777944e-05
PAQR6	-1.819499038953730000e-04
PMF1	4.764802619771730000e-04
SLC25A44	5.289265308462520000e-04
LMNA	-1.56090582604071000e-03
NBEAL2	8.335411158274230000e-04
CCDC12	2.35787735165570000e-04
PTH1R	-3.39862809456868000e-03
UBQLN4	-2.585082198376390000e-04
MYL3	-4.90770174365562000e-03
PPP1R35	2.527608378992670000e-04
GPATCH4	1.47144588958401000e-03
FGFR4	1.57439281915872000e-03
NACC1	7.693662628601970000e-04
IER2	4.662706102458370000e-04
ZNF394	4.384759597678250000e-04
CPSF4	2.258406737394390000e-04
LY6E	-1.55347214850487000e-03
VPS28	-1.1157892329036000e-03
TONSL	9.21793557066710000e-04
MUM1	-1.731593223919920000e-04
RECQL4	8.798238878898830000e-04
LRRC14	2.715725790297380000e-04
ZNF333	-6.036083905747880000e-04
PPP1R16A	-9.094293011769110000e-04
FOXH1	3.40553000530556000e-03
ORAI2	-6.80013378601420000e-04
ALKBH4	5.583100257666520000e-04
SH2B2	1.20524825965862000e-03
MRNIP	-6.519338223692870000e-04
SQSTM1	-8.02602899065263e-05
MGAT4B	-4.602038068317890000e-04
RPL8	-2.642009931665530000e-04
MAML1	2.244584358494660000e-04
LRWD1	2.25569255350070000e-04
NAPEPLD	2.12383408281181e-06
PSMC2	3.400701725366890000e-04
CELF5	1.15111690956369000e-03
MFSD12	1.961653598360390000e-04
YDJC	8.529149925571730000e-04
DVL3	-5.870552894650650000e-04
AP2M1	-2.981628773785410000e-04
ABCF3	3.737364930306260000e-04
PCYT1A	-1.069360718264540000e-04
FBXO27	1.20961669094168000e-03
DMKN	8.053080649154520000e-04
U2AF1L4	1.309193742435220000e-04
BDH1	1.3507101164175000e-03
THAP8	1.04478187640890000e-04
COX7A1	4.353005841209880000e-04
ZNF382	-6.916728240962870000e-04
PLXDC1	-1.254235874201790000e-04
PGAP3	1.903409012374870000e-04
FDXR	9.841969350396130000e-04
SAP30BP	-7.36748602149458e-05
ACOX1	-2.383870950404860000e-04
PRPSAP1	-3.590521428135730000e-04
CYGB	-1.23198341137065000e-03
SRSF2	4.525951441756460000e-04
ZNF577	9.47915833971216e-05
TMEM143	5.606816894411210000e-04
ALDH16A1	5.317346827219130000e-04
ITGA5	-2.63323506970708000e-03
ZNF385A	2.094983792055210000e-04
MPP3	-3.3111915287608e-05
LSM 12.00	6.703399655701690000e-04
EMC10	-9.935186252611930000e-04
JOSD2	-3.18914668756161000e-03
SHANK1	-1.12334836013702000e-03
FAM171A2	-5.947637985060780000e-04
DBF4B	5.099054687849260000e-04
PLCD3	-5.422730985303210000e-04
FMNL3	-3.01099176835224e-06
RACGAP1	-1.181563732274850000e-04
LARP4	6.403134681500260000e-04
GRASP	-5.922326976830590000e-04
RAVER1	6.472868308808690000e-04
SYCE2	3.344633833318090000e-04
SPC24	4.729009225994280000e-04
LEMD2	-4.40213529473523e-05
ALOX15	-7.001481693389110000e-04
ZNF653	-7.31677832505271e-05
MED11	4.419403841555880000e-04
CXCL16	-2.126564936872340000e-04
RNASEK-C17orf49	1.09820803407926000e-03
BCL6B	2.13766313345008000e-03
ASGR2	3.31716644521862000e-03
TNFSF13	8.921446280584540000e-04
SENP3	5.031159787503790000e-04
FGF11	5.744635990657530000e-04
EIF4A1	2.474415487865270000e-04
RPL26	-4.38584010429060000e-04
POLR3K	1.16183987092196000e-03
SNRNP25	4.795158824993640000e-04
WDR90	-1.7144378868097e-05
JMJD8	-1.350229599197330000e-04
CCDC78	2.090101231790050000e-04
SPSB3	-6.419526622971250000e-04
TEDC2	9.962568355744010000e-04
CCNF	5.912017159239480000e-04
TBC1D24	1.756878558256630000e-04
AMDHD2	5.95503738537520000e-04
BICDL2	3.4415219843526000e-03
PAQR4	5.326417454822560000e-04
FLYWCH2	-6.53692503875930000e-04
ZNF75A	4.19396307126056e-05
ADCY9	6.183013302598960000e-04
SHANK2	2.10189474998275000e-03
CLPB	6.349592585212980000e-04
NEU3	9.939320551179630000e-04
CYB561A3	4.696601811271880000e-04
PPP1R32	-8.392010488736360000e-04
ASRGL1	2.393292850041860000e-04
GNG3	1.15281599317654000e-03
UBXN1	-1.022070825509150000e-04
LBHD1	7.341528704163190000e-04
TTC9C	1.76724776838217e-06
TAF6L	4.611241687356960000e-04
NXF1	-2.403898576074820000e-04
STX5	-9.322866537689850000e-04
RPL29	-3.864197681112560000e-04
SYVN1	-2.168803848918960000e-04
ZFPL1	-7.790631291717660000e-04
RPS6KA4	-8.871521939808830000e-04
LRP5	-2.671540365379290000e-04
TPCN2	6.506868572258090000e-04
FGF19	3.3859968482683000e-03
CMPK1	-9.115995816853690000e-04
BEND5	-2.368691686691770000e-04
ELAVL4	-3.03151407378026000e-03
COA7	1.47331606095941000e-03
ZYG11B	2.92369444712681e-05
C1orf123	-6.00699737323561e-05
MAGOH	3.647548517230380000e-04
PARS2	7.7549082889850000e-04
USP24	-2.337935957544290000e-04
PLPP3	3.35046348372994e-05
NOL9	5.225326699516020000e-04
PRKAA2	2.32248913462520000e-04
KLHL21	4.920631085566790000e-04
ZSWIM5	-6.105773742612650000e-04
GMEB1	5.121667474423120000e-04
SELENON	-6.021988788830630000e-04
AK4	1.0554132318703000e-03
JAK1	-6.460797166592680000e-04
RAVER2	5.097315071973710000e-04
LZIC	-4.87893895176670000e-04
RBP7	1.7118974748865000e-03
FBLIM1	-4.50317839151474e-05
DRAXIN	8.981097091771720000e-04
PDPN	1.30077697147596000e-03
DHRS3	1.34569572513077000e-03
SDC3	-1.02976011789323000e-03
PEF1	-3.796710191935080000e-04
SYNC	1.19668407359740000e-04
RBBP4	-7.12284713861178e-05
KIAA1522	3.806092450571990000e-04
TSSK3	-6.187022751550930000e-04
TMCO4	9.548149342532120000e-04
CAMK2N1	-1.28815815393116000e-03
ALPL	2.30024971307867000e-03
WNT4	-8.66457346876723e-05
SCNN1D	-8.074876006031430000e-04
MXRA8	-2.31931462426502000e-03
FAAP20	-2.468922483153240000e-04
MEGF6	-1.40804112375218000e-03
NFIA	9.395116519512590000e-04
OMA1	8.062361864430710000e-04
MYSM1	1.858301525501040000e-04
TM2D1	-7.711015502945250000e-04
USP1	5.929925844278320000e-04
FUBP1	8.35246414321325e-05
NEXN	-1.14595965642578000e-03
DNAJB4	-5.939545824272660000e-04
TYW3	6.969413945540810000e-04
SNX7	-1.202684029248430000e-04
NTNG1	-5.092618094713920000e-04
FAM102B	1.12991018926698000e-03
HENMT1	1.72519725750476000e-03
C1orf52	2.53033763216673e-05
GBP2	-5.14886883062598000e-03
ATXN7L2	6.912541132073780000e-04
ZNF326	3.843574282688020000e-04
HFM1	-3.874042064907790000e-04
KCNT2	5.27598581848360000e-04
AGL	-3.944379470601790000e-04
VCAM1	-2.89304508197478000e-03
EXTL2	4.002800290685680000e-04
SLC30A7	1.850069530265850000e-04
ZNF281	1.06858162011386000e-03
ARPC5	-6.313119720823130000e-04
CADM3	3.057427208240240000e-04
ZNF496	3.279817826463830000e-04
IGSF8	1.57521847086318000e-03
DDR2	-1.37007992240254000e-03
PEA15	-1.02638481674954000e-03
PEX19	1.4630143409824000e-03
NCSTN	-6.588482034970750000e-04
VANGL2	-1.026425748728170000e-04
OLFML2B	8.358476915962570000e-04
KLHDC9	-2.891733292728280000e-04
C1orf74	6.553896190240150000e-04
LMX1A	-5.31635302086884000e-03
FLVCR1	1.54676104101745000e-03
ATF3	-1.3025039282099000e-03
RBM15	8.463086622840180000e-04
IER5	-6.426859156063990000e-04
BPNT1	-3.523478196244710000e-04
SPATA17	-8.597248631860340000e-04
C1orf115	4.459707294323690000e-04
BROX	1.110463445127350000e-04
ACP6	3.434923896382470000e-04
KIF26B	-3.51989695401017000e-03
TFB2M	9.249223817760210000e-04
CNST	4.155340791806770000e-04
PPP1R21	-3.508842694397010000e-04
KLHDC8A	-1.27910026037528000e-03
PKDCC	-2.114469666600940000e-04
HAAO	-1.14296678249646000e-03
B3GALNT2	5.210202598095090000e-04
MAPKAPK2	-9.245944760120000e-04
CAPN2	-2.0997293248745000e-03
MRPL55	-4.73786561260441e-05
WDR26	4.76598783828768e-05
PUS10	-3.747094721250990000e-04
PEX13	-6.3064152425377e-05
KIAA1841	-5.937541484871550000e-04
TRIM17	-2.25139588592368000e-03
RFTN2	-9.493680073944920000e-04
CAPN13	1.79045624294268000e-03
MEMO1	3.607100355258920000e-04
DPY30	4.276990111294230000e-04
TYW5	4.985668081022310000e-04
MAIP1	6.482373157452940000e-04
KCNF1	-9.366757258235890000e-04
PQLC3	3.80250859428360000e-04
ARL5A	1.271439492210780000e-04
FAM84A	-1.89377077355187000e-03
KCNJ3	-2.88580241195396000e-03
CLHC1	-6.245789936777260000e-04
FRZB	-3.64188552586499000e-03
CFAP36	-6.908992947297680000e-04
NUP35	1.55334846139928000e-03
CCDC138	8.631815095452790000e-04
FBXO41	1.56709980272628000e-03
ACTG2	-1.50965462287108000e-03
WDCP	1.37561975288992000e-03
SMC6	1.10307685143897000e-03
VSNL1	3.87690015728573000e-03
CCDC74A	2.236864824475430000e-04
H3F3A	-3.51991565505347e-05
COQ8A	1.19903915162297000e-03
SLC16A14	-4.05566064433139e-05
SGCB	-2.870136791296110000e-04
SPATA18	-4.316540716361660000e-04
CFAP221	-2.76002920276206000e-03
BBS5	-5.245689661396730000e-04
SMARCAD1	2.757283601150380000e-04
PDLIM5	-9.81287197158480000e-04
RPRD2	3.057990225453130000e-04
MSX1	-4.09515914562949000e-03
PACRGL	6.13748357243549e-06
LYSMD1	-5.089081326297080000e-04
SCNM1	9.19709392394382e-05
VPS72	9.04663756801843e-05
ERCC3	1.41919272983120000e-04
RNF149	-2.270045748762050000e-04
IWS1	1.704526783219140000e-04
BOLA3	8.014252388062180000e-04
CDC42EP3	-2.648398875328710000e-04
S100A11	-1.31969463416581000e-03
DHX57	2.581387149127950000e-04
S100A9	-5.88439712137871000e-03
CCNYL1	5.035100881910250000e-04
FZD5	-4.03734590430956e-05
DCAF16	1.193598736396380000e-04
NPPC	3.51512591490222000e-03
GNPDA2	-9.43458773781893e-05
PAQR3	1.728039683459830000e-04
NIPAL1	8.155798428390930000e-04
ANTXR2	-1.4601962696361000e-03
HELQ	3.261052822100260000e-04
MRPS18C	3.346338157796670000e-04
CGGBP1	-3.267175184126880000e-04
ABRAXAS1	3.859282274031160000e-04
GPR155	-8.340157697683660000e-04
PMVK	3.7977751801270000e-04
PBXIP1	-1.14163609003341000e-03
CLDN1	-1.41807977003316000e-03
PYGO2	9.9612750974516e-05
HIPK1	-3.11189509708708e-05
COL6A3	-2.35047084718243000e-03
INAVA	3.964844142713660000e-04
YY1AP1	1.998775231933350000e-04
KBTBD8	2.29305158452746000e-03
FAM19A4	3.82706275222894000e-03
EOGT	7.097554749169030000e-04
NAXE	1.682519855826030000e-04
POGLUT1	3.204589552186680000e-04
SLC22A15	6.73036370700245e-05
ATP1A1	-3.385424220025570000e-04
SLC15A2	1.45854863052094000e-03
EIF4E3	1.45157781378201000e-03
LRRC58	3.540965279056550000e-04
FSTL1	-1.05058605969149000e-03
LMOD1	-1.27246643340804000e-03
ELF3	-4.53336308447856e-05
TMEM183A	5.386692435992350000e-04
TMEM169	-6.654741063903990000e-04
IGFBP7	-4.39836870232121000e-03
TRIM46	1.22663416473073000e-03
KRTCAP2	-1.79289870016870000e-04
ARPC2	-5.491490555918910000e-04
CCT3	5.772381265753910000e-04
TMEM79	-4.872147210218090000e-04
SSR2	-6.833578122553970000e-04
RNF25	-1.12052657847875e-05
STK36	-4.745831270703290000e-04
ADORA1	-7.937863641330710000e-04
CCDC141	1.36483480606878000e-03
IHH	-2.4274478457318000e-03
CIP2A	1.12081494218357000e-03
EOMES	-2.90108037771924000e-03
CWC22	8.204234990021590000e-04
AZI2	-6.481341746691060000e-04
TGFBR2	-8.680601506726840000e-04
ANKZF1	1.68576443276475e-05
HDAC11	-4.750413392769360000e-04
FBLN2	-1.34754849781439000e-03
GLB1L	-8.001099543591710000e-04
STT3B	-6.566444148927930000e-04
